,logmove
1665,8.476371197
1666,8.822322178
1667,8.333270353
1668,7.685243608
1669,9.491601877
1670,8.691482577
1671,8.110126802
1672,8.589699882
1673,9.66827142
1674,9.400630098
1675,8.954673629
1676,7.796469243
1677,9.538780437
1678,8.783855897
1679,8.822322178
1680,7.920083199
1681,8.831711918
1682,8.68067166
1683,9.329367078
1684,9.775654181
1685,8.822322178
1686,9.041685006
1687,8.317766167
1688,9.987828701
1689,7.965545573
1690,8.589699882
1691,8.658692754
1692,9.692272572
1693,9.405907156
1694,8.476371197
1695,8.783855897
1696,9.010913347
1697,9.30637756
1698,8.962904128
1699,8.754002934
1700,8.540909718
1701,7.560080465
1702,9.692272572
1703,8.938006577
1704,8.954673629
1705,8.691482577
1706,8.636219898
1707,10.08313888
1708,8.822322178
1709,8.42156296
1710,8.449342525
1711,10.46150206
1712,10.26590597
1713,8.129174997
1714,10.04498712
1715,9.208739091
1716,9.811372264
1717,9.026417534
1718,9.609921537
1719,8.286017468
1720,8.489616424
1721,10.73674444
1722,10.29010957
1723,10.17990643
1724,8.540909718
1725,8.540909718
1726,8.378390789
1727,10.39329381
1728,8.253227646
1729,9.107642974
1730,10.52878407
1731,10.1478445
1732,10.00820786
1733,9.010913347
1734,8.723231275
1735,10.29010957
1736,8.99516499
1737,8.658692754
1738,9.086136769
1739,9.951896692
1740,8.803273983
1741,8.184234774
1742,9.215128889
1743,9.351839934
1744,7.796469243
1745,8.030084094
1746,10.61565274
1747,10.39329381
1748,8.253227646
1749,9.421573272
1750,9.570529135
1751,9.579418083
1752,9.288781798
1753,9.234056899
1754,9.056722883
1755,10.43364511
1756,8.166216269
1757,8.764053269
1758,8.184234774
1759,9.107642974
1760,9.66827142
1761,8.392989588
1762,7.377758908
1763,8.66974259
1764,8.691482577
1765,7.965545573
1766,7.103322063
1767,8.733594062
1768,7.943072717
1769,8.42156296
1770,6.931471806
1771,8.253227646
1772,8.201934351
1773,8.236420527
1774,8.449342525
1775,8.449342525
1776,8.895081532
1777,8.712759975
1778,8.66974259
1779,7.336936914
1780,7.920083199
1781,7.965545573
1782,8.61323038
1783,8.540909718
1784,8.269756948
1785,9.501217335
1786,7.847762538
1787,7.98752448
1788,8.979164649
1789,8.921057018
1790,8.14786713
1791,7.560080465
1792,8.219326094
1793,8.589699882
1794,8.61323038
1795,7.655390645
1796,7.769800996
1797,7.103322063
1798,8.42156296
1799,8.253227646
1800,8.51559191
1801,7.685243608
1802,8.987196821
1803,8.647519453
1804,9.442086812
1805,8.219326094
1806,9.30637756
1807,8.42156296
1808,8.050703382
1809,8.009030685
1810,7.377758908
1811,9.270870872
1812,8.66974259
1813,8.378390789
1814,8.184234774
1815,8.378390789
1816,8.850230966
1817,7.896552702
1818,8.61323038
1819,8.201934351
1820,8.286017468
1821,8.68067166
1822,8.378390789
1823,7.943072717
1824,8.435549202
1825,9.442086812
1826,8.565602331
1827,8.378390789
1828,8.528330936
1829,9.018695488
1830,8.333270353
1831,8.938006577
1832,9.258749511
1833,7.796469243
1834,7.965545573
1835,7.920083199
1836,8.201934351
1837,9.761001904
1838,6.992096427
1839,8.392989588
1840,7.526178913
1841,8.030084094
1842,8.090708716
1843,7.98752448
1844,8.462948177
1845,8.946374826
1846,8.378390789
1847,7.454719949
1848,8.110126802
1849,8.435549202
1850,7.847762538
1851,8.110126802
1852,9.282847063
1853,8.822322178
1854,8.476371197
1855,8.42156296
1856,7.82244473
1857,9.034080407
1858,8.378390789
1859,7.943072717
1860,8.68067166
1861,8.812843434
1862,8.565602331
1863,8.859363449
1864,8.449342525
1865,8.577723691
1866,7.82244473
1867,8.841014311
1868,8.733594062
1869,7.796469243
1870,8.009030685
1871,7.965545573
1872,9.17616292
1873,8.449342525
1874,8.979164649
1875,7.592870288
1876,8.14786713
1877,8.99516499
1878,8.30201781
1879,8.99516499
1880,8.363575703
1881,8.528330936
1882,7.742402022
1883,7.98752448
1884,8.219326094
1885,8.201934351
1886,8.702177866
1887,9.379238908
1888,7.592870288
1889,7.454719949
1890,7.454719949
1891,7.965545573
1892,8.378390789
1893,9.026417534
1894,8.886270902
1895,8.333270353
1896,8.090708716
1897,8.764053269
1898,9.128696383
1899,8.42156296
1900,7.796469243
1901,8.317766167
1902,7.624618986
1903,8.435549202
1904,7.896552702
1905,7.526178913
1906,8.850230966
1907,8.68067166
1908,8.831711918
1909,8.859363449
1910,8.201934351
1911,7.965545573
1912,7.943072717
1913,8.378390789
1914,8.030084094
1915,8.129174997
1916,8.502688505
1917,8.68067166
1918,8.793612072
1919,9.411156511
1920,7.742402022
1921,8.333270353
1922,8.333270353
1923,8.912473275
1924,8.954673629
1925,8.51559191
1926,8.636219898
1927,7.896552702
1928,7.87245515
1929,8.030084094
1930,7.203405521
1931,8.647519453
1932,8.030084094
1933,9.2023082
1934,9.086136769
1935,7.624618986
1936,7.249925537
1937,8.110126802
1938,7.87245515
1939,8.754002934
1940,9.041685006
1941,6.931471806
1942,7.920083199
1943,8.219326094
1944,8.565602331
1945,8.363575703
1946,7.655390645
1947,8.553332238
1948,8.462948177
1949,8.219326094
1950,7.847762538
1951,8.070906089
1952,8.129174997
1953,8.348537825
1954,8.348537825
1955,8.449342525
1956,9.317938383
1957,8.743850562
1958,9.14931567
1959,8.51559191
1960,8.317766167
1961,8.658692754
1962,7.742402022
1963,8.070906089
1964,8.42156296
1965,8.938006577
1966,8.743850562
1967,8.577723691
1968,6.866933285
1969,7.526178913
1970,8.392989588
1971,9.942708266
1972,8.129174997
1973,8.565602331
1974,8.110126802
1975,8.236420527
1976,9.182763604
1977,7.896552702
1978,7.796469243
1979,7.796469243
1980,8.733594062
1981,7.685243608
1982,8.859363449
1983,6.866933285
1984,8.831711918
1985,7.742402022
1986,8.201934351
1987,8.502688505
1988,8.129174997
1989,10.79482964
1990,10.29444797
1991,7.154615357
1992,8.14786713
1993,8.030084094
1994,7.714231145
1995,8.166216269
1996,9.064157862
1997,10.78560083
1998,11.17549277
1999,7.847762538
2000,7.560080465
2001,7.049254841
2002,9.100525506
2003,7.592870288
2004,7.526178913
2005,7.624618986
2006,8.66974259
2007,7.87245515
2008,7.377758908
2009,8.793612072
2010,7.526178913
2011,7.847762538
2012,8.363575703
2013,10.51845695
2014,11.10200551
2015,9.018695488
2016,8.624791202
2017,7.796469243
2018,7.769800996
2019,7.98752448
2020,7.592870288
2021,10.7722673
2022,8.929567708
2023,8.14786713
2024,9.999524741
2025,8.589699882
2026,10.69267192
2027,10.86329744
2028,11.13148934
2029,10.79351644
2030,7.82244473
2031,7.920083199
2032,10.28575227
2033,7.416979621
2034,6.461468176
2035,8.754002934
2036,10.55247384
2037,11.09230611
2038,10.88030878
2039,7.714231145
2040,9.246479419
2041,10.42987152
2042,10.65414864
2043,6.556778356
2044,9.936535407
2045,7.416979621
2046,9.100525506
2047,8.333270353
2048,10.69121738
2049,8.317766167
2050,7.103322063
2051,7.592870288
2052,10.17504024
2053,7.87245515
2054,8.912473275
2055,7.416979621
2056,8.435549202
2057,7.685243608
2058,11.04745554
2059,8.691482577
2060,8.30201781
2061,8.841014311
2062,8.378390789
2063,8.30201781
2064,7.920083199
2065,7.294377299
2066,8.050703382
2067,8.589699882
2068,7.82244473
2069,8.831711918
2070,7.049254841
2071,10.4127119
2072,7.592870288
2073,8.624791202
2074,8.723231275
2075,10.91115346
2076,10.96681803
2077,7.920083199
2078,10.70423274
2079,8.841014311
2080,10.35328847
2081,8.903815212
2082,6.797940413
2083,8.712759975
2084,8.60153434
2085,10.38145935
2086,9.128696383
2087,7.98752448
2088,10.22499117
2089,7.624618986
2090,8.979164649
2091,7.714231145
2092,10.60777248
2093,10.43176009
2094,10.25245285
2095,10.31797847
2096,10.42608363
2097,6.723832441
2098,8.201934351
2099,8.184234774
2100,7.526178913
2101,7.82244473
2102,8.449342525
2103,8.886270902
2104,11.31895229
2105,7.685243608
2106,8.166216269
2107,9.128696383
2108,10.77092412
2109,7.336936914
2110,9.496421163
2111,11.40738716
2112,10.70853383
2113,10.09377728
2114,8.184234774
2115,7.847762538
2116,8.333270353
2117,9.093357017
2118,7.154615357
2119,8.528330936
2120,8.253227646
2121,8.60153434
2122,6.866933285
2123,10.62191254
2124,7.336936914
2125,10.49570882
2126,9.086136769
2127,6.992096427
2128,8.090708716
2129,8.253227646
2130,8.030084094
2131,7.896552702
2132,7.560080465
2133,8.462948177
2134,8.712759975
2135,6.992096427
2136,10.28356647
2137,10.86818742
2138,9.984883191
2139,10.62968259
2140,10.55747802
2141,7.491087594
2142,7.847762538
2143,9.346268889
2144,8.691482577
2145,10.46333189
2146,10.89703558
2147,8.378390789
2148,8.348537825
2149,8.793612072
2150,8.090708716
2151,7.336936914
2152,10.17015026
2153,11.01218218
2154,9.195835686
2155,6.866933285
2156,8.317766167
2157,11.08152698
2158,11.23975098
2159,8.577723691
2160,8.110126802
2161,8.348537825
2162,8.050703382
2163,10.02818
2164,10.7546636
2165,10.90058378
2166,9.948843254
2167,8.333270353
2168,7.294377299
2169,8.090708716
2170,10.52363384
2171,11.00794937
2172,8.971067439
2173,10.32219789
2174,10.91348718
2175,8.624791202
2176,9.17616292
2177,8.435549202
2178,7.769800996
2179,8.253227646
2180,7.203405521
2181,10.7601132
2182,10.90764263
2183,9.609921537
2184,10.2791805
2185,11.01534507
2186,8.476371197
2187,10.8946631
2188,10.93880499
2189,8.407378325
2190,8.462948177
2191,8.253227646
2192,10.28137589
2193,10.8946631
2194,10.10952564
2195,10.93652968
2196,7.896552702
2197,6.797940413
2198,11.28013554
2199,7.943072717
2200,8.009030685
2201,10.43927892
2202,7.685243608
2203,8.14786713
2204,8.253227646
2205,7.685243608
2206,8.166216269
2207,8.61323038
2208,8.502688505
2209,8.253227646
2210,11.20553036
2211,10.80786763
2212,8.921057018
2213,8.636219898
2214,10.4778512
2215,9.832206351
2216,9.078864009
2217,8.831711918
2218,8.050703382
2219,8.378390789
2220,8.14786713
2221,6.723832441
2222,9.312174678
2223,7.769800996
2224,8.050703382
2225,8.565602331
2226,7.769800996
2227,8.333270353
2228,6.556778356
2229,7.416979621
2230,7.203405521
2231,8.476371197
2232,7.742402022
2233,8.378390789
2234,8.658692754
2235,8.236420527
2236,7.526178913
2237,7.742402022
2238,8.166216269
2239,7.049254841
2240,7.526178913
2241,8.201934351
2242,7.896552702
2243,7.249925537
2244,9.312174678
2245,7.491087594
2246,7.336936914
2247,8.954673629
2248,7.796469243
2249,8.577723691
2250,6.356107661
2251,8.129174997
2252,8.378390789
2253,8.201934351
2254,6.931471806
2255,8.286017468
2256,8.129174997
2257,8.269756948
2258,7.655390645
2259,8.201934351
2260,7.294377299
2261,7.049254841
2262,7.203405521
2263,7.82244473
2264,8.129174997
2265,7.920083199
2266,8.090708716
2267,8.166216269
2268,7.920083199
2269,7.796469243
2270,9.010913347
2271,8.236420527
2272,8.793612072
2273,8.449342525
2274,7.491087594
2275,8.269756948
2276,7.294377299
2277,8.929567708
2278,9.086136769
2279,7.769800996
2280,8.129174997
2281,7.685243608
2282,8.166216269
2283,7.896552702
2284,7.82244473
2285,7.491087594
2286,7.416979621
2287,9.208739091
2288,8.348537825
2289,8.407378325
2290,8.712759975
2291,8.921057018
2292,7.896552702
2293,6.931471806
2294,7.294377299
2295,8.110126802
2296,9.351839934
2297,7.920083199
2298,8.877381955
2299,8.589699882
2300,8.803273983
2301,9.505990614
2302,8.363575703
2303,8.317766167
2304,8.378390789
2305,8.286017468
2306,8.269756948
2307,6.643789733
2308,8.51559191
2309,7.655390645
2310,8.030084094
2311,8.577723691
2312,6.866933285
2313,8.317766167
2314,6.797940413
2315,8.979164649
2316,8.363575703
2317,8.66974259
2318,8.502688505
2319,9.501217335
2320,7.377758908
2321,8.476371197
2322,7.943072717
2323,8.201934351
2324,8.850230966
2325,8.553332238
2326,8.030084094
2327,8.712759975
2328,7.416979621
2329,8.009030685
2330,8.962904128
2331,7.560080465
2332,8.070906089
2333,7.560080465
2334,8.030084094
2335,7.526178913
2336,7.965545573
2337,7.796469243
2338,8.378390789
2339,8.489616424
2340,7.049254841
2341,8.236420527
2342,7.920083199
2343,8.658692754
2344,8.895081532
2345,7.847762538
2346,9.510741217
2347,9.601300794
2348,8.407378325
2349,7.103322063
2350,8.903815212
2351,8.110126802
2352,7.526178913
2353,7.87245515
2354,8.435549202
2355,7.796469243
2356,8.831711918
2357,7.82244473
2358,8.14786713
2359,9.2023082
2360,8.348537825
2361,8.712759975
2362,7.965545573
2363,8.850230966
2364,8.754002934
2365,8.201934351
2366,6.797940413
2367,8.841014311
2368,8.317766167
2369,8.793612072
2370,7.920083199
2371,7.154615357
2372,8.363575703
2373,9.078864009
2374,8.184234774
2375,9.034080407
2376,8.407378325
2377,8.253227646
2378,7.742402022
2379,8.14786713
2380,7.742402022
2381,7.592870288
2382,8.912473275
2383,6.931471806
2384,7.796469243
2385,8.733594062
2386,8.070906089
2387,7.98752448
2388,7.796469243
2389,6.992096427
2390,9.071537969
2391,8.378390789
2392,7.049254841
2393,8.449342525
2394,7.98752448
2395,8.577723691
2396,8.691482577
2397,8.449342525
2398,8.462948177
2399,7.655390645
2400,8.733594062
2401,8.184234774
2402,8.333270353
2403,8.42156296
2404,6.866933285
2405,8.269756948
2406,8.14786713
2407,7.377758908
2408,7.98752448
2409,8.110126802
2410,8.286017468
2411,8.822322178
2412,8.317766167
2413,8.476371197
2414,8.050703382
2415,9.093357017
2416,7.526178913
2417,8.110126802
2418,8.090708716
2419,7.454719949
2420,9.041685006
2421,7.560080465
2422,8.363575703
2423,6.643789733
2424,4.852030264
2425,8.636219898
2426,8.61323038
2427,9.753594463
2428,7.796469243
2429,7.624618986
2430,7.336936914
2431,7.943072717
2432,8.636219898
2433,8.363575703
2434,8.987196821
2435,9.041685006
2436,8.363575703
2437,8.66974259
2438,6.556778356
2439,8.743850562
2440,6.931471806
2441,7.526178913
2442,8.009030685
2443,8.070906089
2444,8.636219898
2445,9.169518378
2446,9.246479419
2447,8.129174997
2448,8.733594062
2449,7.592870288
2450,7.249925537
2451,8.184234774
2452,7.336936914
2453,7.920083199
2454,10.01395501
2455,8.407378325
2456,9.872615889
2457,10.65867012
2458,9.917784857
2459,8.449342525
2460,10.15781965
2461,9.954940834
2462,10.8296494
2463,8.850230966
2464,8.30201781
2465,10.41078697
2466,8.476371197
2467,8.363575703
2468,8.877381955
2469,8.764053269
2470,8.009030685
2471,8.764053269
2472,7.965545573
2473,8.831711918
2474,10.10691807
2475,8.184234774
2476,7.416979621
2477,10.52707027
2478,8.553332238
2479,8.877381955
2480,8.712759975
2481,10.0024275
2482,8.110126802
2483,8.850230966
2484,8.489616424
2485,8.363575703
2486,8.236420527
2487,8.868413285
2488,7.796469243
2489,10.18474906
2490,8.636219898
2491,8.793612072
2492,8.435549202
2493,8.723231275
2494,8.090708716
2495,8.723231275
2496,8.702177866
2497,10.37148918
2498,10.45783233
2499,9.135616826
2500,10.5406991
2501,8.129174997
2502,8.14786713
2503,9.917784857
2504,10.08847223
2505,8.723231275
2506,10.18233068
2507,9.100525506
2508,9.945780465
2509,7.655390645
2510,8.236420527
2511,8.66974259
2512,8.886270902
2513,9.312174678
2514,8.540909718
2515,9.911455722
2516,8.166216269
2517,8.783855897
2518,8.723231275
2519,9.026417534
2520,8.269756948
2521,8.378390789
2522,8.129174997
2523,10.3614186
2524,10.96238834
2525,8.565602331
2526,9.76468515
2527,8.803273983
2528,10.66167313
2529,9.368369236
2530,8.540909718
2531,8.435549202
2532,10.33266919
2533,8.691482577
2534,9.660141294
2535,8.236420527
2536,11.24227093
2537,8.68067166
2538,9.66827142
2539,8.201934351
2540,8.68067166
2541,9.252633284
2542,8.070906089
2543,7.847762538
2544,8.895081532
2545,8.269756948
2546,9.842462851
2547,9.107642974
2548,10.86452218
2549,8.110126802
2550,8.502688505
2551,8.407378325
2552,8.803273983
2553,8.363575703
2554,8.793612072
2555,10.59021417
2556,9.538780437
2557,10.84349481
2558,8.528330936
2559,8.348537825
2560,9.107642974
2561,9.77201119
2562,8.691482577
2563,10.764181
2564,9.189321005
2565,9.804329981
2566,9.114710141
2567,8.822322178
2568,9.162829389
2569,9.041685006
2570,8.793612072
2571,8.624791202
2572,8.317766167
2573,8.502688505
2574,8.658692754
2575,10.09112827
2576,8.68067166
2577,7.896552702
2578,8.565602331
2579,8.462948177
2580,10.13014492
2581,9.76468515
2582,8.877381955
2583,10.60935351
2584,8.954673629
2585,10.48503256
2586,9.00307017
2587,8.009030685
2588,8.030084094
2589,10.05328592
2590,11.08054127
2591,8.764053269
2592,8.754002934
2593,10.14281936
2594,10.51672535
2595,7.98752448
2596,10.17990643
2597,10.31374118
2598,8.129174997
2599,8.841014311
2600,8.636219898
2601,8.269756948
2602,8.723231275
2603,8.987196821
2604,10.3368272
2605,7.98752448
2606,8.14786713
2607,7.896552702
2608,7.920083199
2609,8.489616424
2610,7.965545573
2611,10.2038884
2612,10.80267282
2613,11.00582622
2614,9.312174678
2615,8.348537825
2616,10.04220547
2617,8.435549202
2618,10.9250748
2619,8.636219898
2620,8.841014311
2621,8.7740036
2622,8.110126802
2623,8.449342525
2624,10.16277015
2625,8.803273983
2626,7.847762538
2627,11.41799921
2628,8.886270902
2629,8.647519453
2630,10.32430094
2631,10.87183928
2632,10.04220547
2633,7.943072717
2634,7.294377299
2635,9.746131742
2636,8.201934351
2637,9.100525506
2638,9.746131742
2639,10.22499117
2640,8.129174997
2641,8.129174997
2642,8.553332238
2643,10.13776885
2644,10.1774763
2645,9.501217335
2646,8.070906089
2647,10.10952564
2648,10.33475035
2649,9.660141294
2650,8.090708716
2651,8.378390789
2652,8.7740036
2653,9.64782081
2654,8.184234774
2655,10.08580911
2656,10.71849832
2657,8.476371197
2658,8.110126802
2659,8.68067166
2660,10.46515837
2661,10.97012746
2662,10.82711133
2663,8.540909718
2664,10.30521234
2665,8.42156296
2666,8.050703382
2667,10.40110635
2668,9.240287448
2669,8.7740036
2670,8.553332238
2671,8.540909718
2672,9.411156511
2673,8.201934351
2674,8.009030685
2675,8.723231275
2676,7.416979621
2677,10.01681624
2678,8.317766167
2679,8.201934351
2680,8.236420527
2681,10.0505273
2682,9.121727714
2683,7.920083199
2684,9.240287448
2685,10.86818742
2686,10.89228498
2687,10.53561003
2688,10.57561537
2689,8.636219898
2690,8.363575703
2691,7.624618986
2692,8.449342525
2693,10.1402973
2694,8.009030685
2695,8.030084094
2696,8.7740036
2697,9.368369236
2698,9.852615222
2699,9.69621735
2700,9.340666634
2701,8.636219898
2702,8.929567708
2703,9.142489705
2704,9.790094865
2705,8.407378325
2706,9.67231183
2707,8.476371197
2708,8.723231275
2709,8.30201781
2710,8.589699882
2711,9.258749511
2712,8.392989588
2713,8.60153434
2714,8.636219898
2715,9.351839934
2716,9.010913347
2717,7.87245515
2718,7.847762538
2719,9.00307017
2720,7.769800996
2721,8.822322178
2722,9.034080407
2723,8.166216269
2724,9.034080407
2725,8.743850562
2726,9.234056899
2727,8.30201781
2728,9.034080407
2729,9.2023082
2730,8.589699882
2731,7.796469243
2732,8.407378325
2733,9.543378146
2734,9.282847063
2735,8.050703382
2736,9.395325046
2737,9.78290059
2738,9.588228712
2739,10.38541975
2740,8.962904128
2741,8.219326094
2742,9.36288977
2743,9.379238908
2744,7.87245515
2745,8.476371197
2746,9.234056899
2747,7.416979621
2748,8.009030685
2749,9.162829389
2750,7.98752448
2751,8.489616424
2752,9.715711145
2753,9.534161491
2754,8.489616424
2755,10.23881628
2756,9.547954813
2757,7.685243608
2758,8.647519453
2759,8.99516499
2760,8.712759975
2761,9.107642974
2762,9.793672687
2763,8.476371197
2764,8.658692754
2765,8.764053269
2766,9.69621735
2767,8.184234774
2768,7.98752448
2769,10.05328592
2770,9.3899917
2771,8.691482577
2772,8.859363449
2773,9.411156511
2774,9.400630098
2775,8.070906089
2776,8.129174997
2777,8.166216269
2778,8.636219898
2779,8.236420527
2780,9.128696383
2781,9.270870872
2782,8.392989588
2783,8.317766167
2784,8.577723691
2785,9.258749511
2786,7.87245515
2787,9.093357017
2788,9.276876896
2789,8.812843434
2790,8.938006577
2791,9.69621735
2792,8.577723691
2793,8.987196821
2794,8.712759975
2795,8.253227646
2796,9.481893063
2797,8.754002934
2798,9.421573272
2799,8.793612072
2800,8.61323038
2801,7.336936914
2802,9.477003077
2803,9.100525506
2804,8.831711918
2805,9.018695488
2806,7.943072717
2807,8.070906089
2808,8.921057018
2809,9.660141294
2810,7.98752448
2811,8.553332238
2812,9.626943225
2813,8.658692754
2814,9.905086274
2815,8.903815212
2816,9.288781798
2817,9.862665558
2818,8.877381955
2819,8.348537825
2820,8.99516499
2821,8.050703382
2822,9.114710141
2823,8.070906089
2824,8.68067166
2825,8.363575703
2826,8.822322178
2827,8.987196821
2828,8.971067439
2829,9.436997743
2830,8.462948177
2831,8.979164649
2832,9.100525506
2833,8.938006577
2834,8.712759975
2835,9.905086274
2836,8.60153434
2837,9.570529135
2838,7.965545573
2839,9.246479419
2840,8.61323038
2841,9.29468152
2842,8.236420527
2843,8.317766167
2844,7.98752448
2845,9.312174678
2846,8.476371197
2847,7.103322063
2848,9.64782081
2849,8.333270353
2850,9.182763604
2851,9.768354879
2852,9.990765561
2853,8.009030685
2854,8.7740036
2855,7.920083199
2856,9.411156511
2857,9.601300794
2858,8.647519453
2859,8.317766167
2860,8.841014311
2861,8.743850562
2862,9.234056899
2863,8.050703382
2864,8.783855897
2865,9.189321005
2866,8.636219898
2867,9.189321005
2868,8.476371197
2869,8.090708716
2870,9.849242538
2871,8.070906089
2872,7.685243608
2873,9.835636886
2874,8.822322178
2875,8.540909718
2876,8.68067166
2877,8.783855897
2878,7.624618986
2879,9.288781798
2880,7.847762538
2881,8.489616424
2882,9.496421163
2883,8.903815212
2884,8.51559191
2885,8.392989588
2886,9.462187991
2887,10.02818
2888,7.655390645
2889,9.323669057
2890,8.912473275
2891,8.090708716
2892,9.018695488
2893,9.707959168
2894,8.903815212
2895,9.688312171
2896,8.286017468
2897,8.565602331
2898,8.979164649
2899,8.764053269
2900,9.416378455
2901,8.624791202
2902,8.286017468
2903,8.110126802
2904,9.010913347
2905,9.100525506
2906,8.219326094
2907,8.764053269
2908,9.707959168
2909,8.30201781
2910,7.920083199
2911,8.286017468
2912,9.30637756
2913,8.764053269
2914,9.351839934
2915,9.534161491
2916,8.793612072
2917,8.702177866
2918,8.803273983
2919,7.847762538
2920,9.252633284
2921,8.793612072
2922,9.026417534
2923,9.221478116
2924,9.018695488
2925,8.269756948
2926,8.868413285
2927,8.841014311
2928,9.656051309
2929,8.647519453
2930,9.30637756
2931,8.946374826
2932,7.377758908
2933,9.340666634
2934,8.502688505
2935,9.071537969
2936,10.23192762
2937,8.553332238
2938,9.317938383
2939,10.79482964
2940,9.707959168
2941,8.565602331
2942,9.135616826
2943,9.753594463
2944,9.515469358
2945,8.946374826
2946,9.898675996
2947,8.754002934
2948,9.128696383
2949,9.746131742
2950,9.071537969
2951,9.240287448
2952,9.875910785
2953,8.42156296
2954,9.635346635
2955,9.583833101
2956,10.05878044
2957,8.647519453
2958,9.264828557
2959,9.85597657
2960,9.405907156
2961,9.156095357
2962,9.807857322
2963,9.804329981
2964,10.69121738
2965,8.219326094
2966,7.560080465
2967,10.64504387
2968,9.948843254
2969,9.442086812
2970,7.655390645
2971,9.270870872
2972,8.954673629
2973,9.967025573
2974,7.896552702
2975,10.15781965
2976,9.034080407
2977,10.34919849
2978,9.945780465
2979,10.13014492
2980,10.50627229
2981,8.449342525
2982,9.340666634
2983,9.700146629
2984,9.596962392
2985,10.50627229
2986,9.018695488
2987,9.501217335
2988,10.25470765
2989,9.898675996
2990,10.95346966
2991,10.40885833
2992,9.865993348
2993,8.803273983
2994,8.348537825
2995,9.749870064
2996,9.026417534
2997,9.010913347
2998,9.357380115
2999,9.524859098
3000,8.51559191
3001,8.954673629
3002,9.156095357
3003,7.965545573
3004,9.30637756
3005,9.852615222
3006,8.929567708
3007,9.911455722
3008,9.041685006
3009,9.486759252
3010,9.85597657
3011,10.26367632
3012,9.452187908
3013,8.333270353
3014,10.57561537
3015,9.901886271
3016,9.631153757
3017,9.639522007
3018,9.064157862
3019,9.010913347
3020,10.07508515
3021,8.476371197
3022,10.25470765
3023,8.624791202
3024,8.219326094
3025,9.018695488
3026,8.378390789
3027,9.128696383
3028,8.528330936
3029,10.49924239
3030,10.47061789
3031,8.954673629
3032,9.945780465
3033,8.66974259
3034,9.660141294
3035,8.822322178
3036,9.215128889
3037,10.15781965
3038,9.064157862
3039,10.55747802
3040,9.842462851
3041,8.090708716
3042,9.660141294
3043,10.1402973
3044,8.050703382
3045,9.583833101
3046,9.14931567
3047,9.2023082
3048,9.056722883
3049,8.462948177
3050,10.01681624
3051,10.764181
3052,8.624791202
3053,10.31586207
3054,9.967025573
3055,9.288781798
3056,8.841014311
3057,10.06967973
3058,10.0804615
3059,9.071537969
3060,9.534161491
3061,8.528330936
3062,7.154615357
3063,9.078864009
3064,10.28137589
3065,9.501217335
3066,10.10168246
3067,7.965545573
3068,8.658692754
3069,9.373818841
3070,9.55251063
3071,9.135616826
3072,9.17616292
3073,9.078864009
3074,9.208739091
3075,8.783855897
3076,9.859326657
3077,9.452187908
3078,10.53049493
3079,10.32430094
3080,9.601300794
3081,8.7740036
3082,10.16523624
3083,7.796469243
3084,8.803273983
3085,8.66974259
3086,8.803273983
3087,8.946374826
3088,9.071537969
3089,9.692272572
3090,7.377758908
3091,8.658692754
3092,10.48503256
3093,9.990765561
3094,9.832206351
3095,8.803273983
3096,10.04220547
3097,9.189321005
3098,11.98891117
3099,10.11212642
3100,9.323669057
3101,9.411156511
3102,8.407378325
3103,9.793672687
3104,10.50276352
3105,9.651944527
3106,9.520175249
3107,9.768354879
3108,8.723231275
3109,9.182763604
3110,8.754002934
3111,8.60153434
3112,11.00900925
3113,8.236420527
3114,7.103322063
3115,9.026417534
3116,9.515469358
3117,8.68067166
3118,10.1991378
3119,9.529521112
3120,8.636219898
3121,8.553332238
3122,9.538780437
3123,8.954673629
3124,8.68067166
3125,8.921057018
3126,10.52535353
3127,10.13776885
3128,10.53561003
3129,8.946374826
3130,8.60153434
3131,10.17259824
3132,7.377758908
3133,9.793672687
3134,8.723231275
3135,10.48681987
3136,8.070906089
3137,10.64199044
3138,9.574983486
3139,9.614204199
3140,8.489616424
3141,8.42156296
3142,8.61323038
3143,9.45720045
3144,9.588228712
3145,10.71991375
3146,7.796469243
3147,10.19436452
3148,8.733594062
3149,9.790094865
3150,9.395325046
3151,8.723231275
3152,9.55251063
3153,8.831711918
3154,9.114710141
3155,8.886270902
3156,9.898675996
3157,10.196754
3158,9.00307017
3159,9.182763604
3160,9.520175249
3161,10.60301434
3162,8.702177866
3163,10.03661887
3164,10.30092049
3165,10.05603695
3166,8.553332238
3167,7.655390645
3168,8.877381955
3169,9.329367078
3170,7.82244473
3171,8.822322178
3172,7.920083199
3173,8.476371197
3174,8.14786713
3175,9.270870872
3176,9.049232212
3177,9.093357017
3178,8.812843434
3179,8.348537825
3180,8.743850562
3181,7.714231145
3182,8.783855897
3183,8.363575703
3184,9.100525506
3185,9.071537969
3186,8.589699882
3187,8.954673629
3188,8.886270902
3189,8.317766167
3190,9.346268889
3191,8.42156296
3192,9.357380115
3193,7.769800996
3194,9.064157862
3195,10.31797847
3196,9.215128889
3197,8.286017468
3198,9.69621735
3199,8.348537825
3200,7.491087594
3201,8.577723691
3202,8.66974259
3203,9.246479419
3204,8.877381955
3205,8.236420527
3206,8.236420527
3207,8.702177866
3208,8.009030685
3209,8.971067439
3210,8.184234774
3211,7.796469243
3212,8.462948177
3213,8.60153434
3214,9.221478116
3215,9.84585844
3216,8.921057018
3217,9.100525506
3218,8.868413285
3219,9.312174678
