,index,store,brand,week,feat,price,AGE60,EDUC,ETHNIC,INCOME,HHLARGE,WORKWOM,HVAL150,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5,brand_dominicks,brand_minute.maid,brand_tropicana,score,logmove,datetime
2824,2824,84,tropicana,12,0,3.29,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,0.0,0.0,1.0,8.607975135270003,8.68067166,2023-08-13
2825,2825,48,minute.maid,12,0,2.99,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,0.0,1.0,0.0,8.420449092870005,8.363575703,2023-08-13
2826,2826,76,tropicana,12,0,3.29,0.149192423,0.087711787,0.425324028,10.1406129,0.144373905,0.296352584,0.096330275,3.558380317,0.909090909,1.07563146,0.214416531,0.0,0.0,1.0,8.785898247350012,8.822322178,2023-08-13
2827,2827,18,tropicana,12,0,3.19,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,0.0,0.0,1.0,9.016592607300002,8.987196821,2023-08-13
2828,2828,102,tropicana,12,0,3.19,0.216626232,0.120657539,0.172158585,10.49385422,0.13893104,0.289944134,0.034301485,5.844058186,0.689655172,2.353846891,0.158903149,0.0,0.0,1.0,8.920757208619996,8.971067439,2023-08-13
2829,2829,111,dominicks,12,0,1.89,0.210512842,0.096928919,0.995690759,10.13828296,0.157135934,0.288515406,0.012746711,12.19094513,1.894736842,1.465672465,0.289203431,1.0,0.0,0.0,9.644328724150006,9.436997743,2023-08-13
2830,2830,64,dominicks,12,0,1.89,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,1.0,0.0,0.0,8.578344973660013,8.462948177,2023-08-13
2831,2831,33,dominicks,12,0,1.89,0.134169965,0.419688004,0.130127179,10.34592726,0.013506356,0.472308288,0.862559242,3.129556199,2.416666667,0.867215261,0.752824617,1.0,0.0,0.0,8.739481386920014,8.979164649,2023-08-13
2832,2832,101,tropicana,12,0,3.29,0.225035218,0.174741859,0.087422017,10.65993812,0.096042271,0.390065147,0.354573672,4.849622717,0.5,2.200317948,0.342081421,0.0,0.0,1.0,9.06470561403001,9.100525506,2023-08-13
2833,2833,115,tropicana,12,0,3.29,0.060280055,0.406312482,0.043971995,10.94748525,0.151332196,0.405279954,0.64424253,4.837982618,0.952380952,1.717685861,0.350483258,0.0,0.0,1.0,8.949391491970006,8.938006577,2023-08-13
2834,2834,114,tropicana,12,0,3.19,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,0.0,0.0,1.0,8.68621279910001,8.712759975,2023-08-13
2835,2835,74,dominicks,12,0,1.89,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,1.0,0.0,0.0,9.791424162050006,9.905086274,2023-08-13
2836,2836,62,minute.maid,12,0,3.17,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,0.0,1.0,0.0,8.68804250970999,8.60153434,2023-08-13
2837,2837,124,dominicks,12,0,1.89,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,1.0,0.0,0.0,9.531190762760009,9.570529135,2023-08-13
2838,2838,49,minute.maid,12,0,2.99,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,0.0,1.0,0.0,7.956570685329992,7.965545573,2023-08-13
2839,2839,75,tropicana,12,0,3.29,0.207699493,0.219548453,0.415999466,9.867082871,0.063964709,0.315583259,0.496,7.192666501,2.230769231,1.375126442,0.703181889,0.0,0.0,1.0,9.182215656120013,9.246479419,2023-08-13
2840,2840,116,tropicana,12,0,3.29,0.18817339,0.259224748,0.033137058,10.69711335,0.117657192,0.35563513,0.308160505,3.215079635,1.666666667,1.55776418,0.812883335,0.0,0.0,1.0,8.60304470926,8.61323038,2023-08-13
2841,2841,2,tropicana,12,0,3.29,0.232864734,0.248934934,0.114279949,10.55320518,0.103953406,0.303585347,0.463887065,2.110122129,1.142857143,1.927279669,0.376926613,0.0,0.0,1.0,9.178170250260012,9.29468152,2023-08-13
2842,2842,111,tropicana,12,0,3.29,0.210512842,0.096928919,0.995690759,10.13828296,0.157135934,0.288515406,0.012746711,12.19094513,1.894736842,1.465672465,0.289203431,0.0,0.0,1.0,8.18421175715999,8.236420527,2023-08-13
2843,2843,118,minute.maid,12,0,2.99,0.289442379,0.224725883,0.040669145,10.63236378,0.090132827,0.354977468,0.475752773,1.945508831,0.923076923,2.046488588,0.513721734,0.0,1.0,0.0,8.353687161349988,8.317766167,2023-08-13
2844,2844,90,tropicana,12,0,3.29,0.225219573,0.050193454,0.268367489,10.5046565,0.124328331,0.244462674,0.005700872,12.84014961,2.461538462,4.107901798,0.370342571,0.0,0.0,1.0,8.032424530990006,7.98752448,2023-08-13
2845,2845,14,tropicana,12,0,3.29,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,0.0,0.0,1.0,9.24634559506001,9.312174678,2023-08-13
2846,2846,107,minute.maid,12,0,2.99,0.261867453,0.273051907,0.025624482,10.82713119,0.094316953,0.311220523,0.533949633,5.821370205,1.19047619,1.994644862,0.300364461,0.0,1.0,0.0,8.481609880930009,8.476371197,2023-08-13
2847,2847,103,tropicana,12,0,3.19,0.058053966,0.194621102,0.187760899,10.58524512,0.204916868,0.36129428,0.090007348,5.100649474,1.2,3.300102441,0.421982695,0.0,0.0,1.0,7.257439456729997,7.103322063,2023-08-13
2848,2848,84,dominicks,12,0,1.89,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,1.0,0.0,0.0,9.553011280529994,9.64782081,2023-08-13
2849,2849,76,minute.maid,12,0,2.99,0.149192423,0.087711787,0.425324028,10.1406129,0.144373905,0.296352584,0.096330275,3.558380317,0.909090909,1.07563146,0.214416531,0.0,1.0,0.0,8.418043571849992,8.333270353,2023-08-13
2850,2850,74,tropicana,12,0,3.29,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,0.0,0.0,1.0,9.151663565270002,9.182763604,2023-08-13
2851,2851,32,tropicana,12,0,3.29,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,0.0,0.0,1.0,9.621469502269989,9.768354879,2023-08-13
2852,2852,73,dominicks,12,0,1.89,0.257450782,0.07305396,0.109213291,10.61496569,0.135340763,0.292748225,0.005144033,2.584605038,1.5,3.228630183,0.18318752,1.0,0.0,0.0,9.757753961579995,9.990765561,2023-08-13
2853,2853,92,minute.maid,12,0,2.99,0.137827632,0.27012665,0.375388716,10.65780038,0.15049505,0.323033209,0.134417808,3.764544229,2.25,1.591835871,0.348654011,0.0,1.0,0.0,8.071707966530001,8.009030685,2023-08-13
2854,2854,21,dominicks,12,0,1.89,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,1.0,0.0,0.0,8.877111450950007,8.7740036,2023-08-13
2855,2855,2,minute.maid,12,0,3.17,0.232864734,0.248934934,0.114279949,10.55320518,0.103953406,0.303585347,0.463887065,2.110122129,1.142857143,1.927279669,0.376926613,0.0,1.0,0.0,8.045677676350003,7.920083199,2023-08-13
2856,2856,126,dominicks,12,0,1.89,0.107002273,0.413222417,0.045018573,10.9808762,0.113699475,0.421959283,0.573626374,5.065200839,1.69047619,1.858260236,0.717799295,1.0,0.0,0.0,9.169209913459987,9.411156511,2023-08-13
2857,2857,53,dominicks,12,0,1.89,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,1.0,0.0,0.0,9.592342587920012,9.601300794,2023-08-13
2858,2858,77,minute.maid,12,0,2.62,0.10110045,0.376871097,0.073507887,10.98312087,0.118093174,0.414163823,0.624113475,1.875487675,1.176470588,2.510313339,0.554352329,0.0,1.0,0.0,8.666001543889989,8.647519453,2023-08-13
2859,2859,83,minute.maid,12,0,2.62,0.200834686,0.145984905,0.107628101,10.45607873,0.098153547,0.330632306,0.050756901,1.346800846,1.6,3.901358126,0.261860719,0.0,1.0,0.0,8.349770227169984,8.317766167,2023-08-13
2860,2860,104,dominicks,12,0,1.89,0.135286373,0.249684461,0.039405624,10.69885282,0.117514274,0.405306896,0.407496492,11.94482409,1.052631579,1.342004856,0.189129482,1.0,0.0,0.0,8.948393053769996,8.841014311,2023-08-13
2861,2861,89,tropicana,12,0,3.29,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,0.0,0.0,1.0,8.727983465820008,8.743850562,2023-08-13
2862,2862,93,tropicana,12,0,3.29,0.142390194,0.363016383,0.347395301,10.36719012,0.072001002,0.420637376,0.491839763,13.1902194,0.666666667,1.331641281,0.222243272,0.0,0.0,1.0,9.22605561196002,9.234056899,2023-08-13
2863,2863,93,minute.maid,12,0,3.17,0.142390194,0.363016383,0.347395301,10.36719012,0.072001002,0.420637376,0.491839763,13.1902194,0.666666667,1.331641281,0.222243272,0.0,1.0,0.0,8.131526341450016,8.050703382,2023-08-13
2864,2864,54,dominicks,12,0,1.89,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,1.0,0.0,0.0,8.883158080139994,8.783855897,2023-08-13
2865,2865,101,dominicks,12,0,1.89,0.225035218,0.174741859,0.087422017,10.65993812,0.096042271,0.390065147,0.354573672,4.849622717,0.5,2.200317948,0.342081421,1.0,0.0,0.0,9.23750601866001,9.189321005,2023-08-13
2866,2866,119,minute.maid,12,0,2.62,0.121574965,0.279952033,0.049584956,10.75271926,0.089350352,0.462266179,0.459405941,2.213790697,1.153846154,2.71959438,0.722367357,0.0,1.0,0.0,8.606326394050008,8.636219898,2023-08-13
2867,2867,118,tropicana,12,0,3.29,0.289442379,0.224725883,0.040669145,10.63236378,0.090132827,0.354977468,0.475752773,1.945508831,0.923076923,2.046488588,0.513721734,0.0,0.0,1.0,9.063106073580007,9.189321005,2023-08-13
2868,2868,129,minute.maid,12,0,2.99,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,0.0,1.0,0.0,8.422365657510014,8.476371197,2023-08-13
2869,2869,51,minute.maid,12,0,2.99,0.176159718,0.171916711,0.025425719,10.62083942,0.130340815,0.313189796,0.316889001,2.102553804,1.25,2.226766425,0.310202569,0.0,1.0,0.0,8.102652168809996,8.090708716,2023-08-13
2870,2870,98,dominicks,12,0,1.89,0.24920053,0.051702821,0.164963731,10.57359638,0.125409403,0.299584392,0.009843473,6.23035712,1.5,3.133176717,0.381569368,1.0,0.0,0.0,9.769746978590002,9.849242538,2023-08-13
2871,2871,90,minute.maid,12,0,2.99,0.225219573,0.050193454,0.268367489,10.5046565,0.124328331,0.244462674,0.005700872,12.84014961,2.461538462,4.107901798,0.370342571,0.0,1.0,0.0,8.036519238039999,8.070906089,2023-08-13
2872,2872,106,minute.maid,12,0,2.99,0.109887349,0.157939308,0.19058587,10.50684678,0.146638759,0.367482993,0.099963249,6.250902694,0.904761905,0.991094709,0.103491755,0.0,1.0,0.0,7.665514638009988,7.685243608,2023-08-13
2873,2873,53,tropicana,12,0,3.29,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,0.0,0.0,1.0,9.730921757259994,9.835636886,2023-08-13
2874,2874,122,minute.maid,12,0,2.62,0.061953911,0.255889066,0.078372885,10.77505285,0.125831821,0.425860127,0.280446271,2.597516352,0.6,2.752490308,0.238737607,0.0,1.0,0.0,8.920426808440011,8.822322178,2023-08-13
2875,2875,83,tropicana,12,0,3.19,0.200834686,0.145984905,0.107628101,10.45607873,0.098153547,0.330632306,0.050756901,1.346800846,1.6,3.901358126,0.261860719,0.0,0.0,1.0,8.600362260699992,8.540909718,2023-08-13
2876,2876,73,minute.maid,12,0,2.62,0.257450782,0.07305396,0.109213291,10.61496569,0.135340763,0.292748225,0.005144033,2.584605038,1.5,3.228630183,0.18318752,0.0,1.0,0.0,8.671376393500003,8.68067166,2023-08-13
2877,2877,114,minute.maid,12,0,2.62,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,0.0,1.0,0.0,8.794909596619998,8.783855897,2023-08-13
2878,2878,71,minute.maid,12,0,3.17,0.26807087,0.159588077,0.074828009,10.40483843,0.075013729,0.303101737,0.163882428,6.673879403,1.45,1.818358986,0.266474174,0.0,1.0,0.0,7.706931351939988,7.624618986,2023-08-13
2879,2879,107,tropicana,12,0,3.29,0.261867453,0.273051907,0.025624482,10.82713119,0.094316953,0.311220523,0.533949633,5.821370205,1.19047619,1.994644862,0.300364461,0.0,0.0,1.0,9.280918419699985,9.288781798,2023-08-13
2880,2880,116,minute.maid,12,0,2.99,0.18817339,0.259224748,0.033137058,10.69711335,0.117657192,0.35563513,0.308160505,3.215079635,1.666666667,1.55776418,0.812883335,0.0,1.0,0.0,7.92777093588999,7.847762538,2023-08-13
2881,2881,44,minute.maid,12,0,2.99,0.190982776,0.329738388,0.037632074,10.86915875,0.116388096,0.340794382,0.64268521,6.134798707,0.615384615,1.64310311,0.539190205,0.0,1.0,0.0,8.415412478920006,8.489616424,2023-08-13
2882,2882,80,dominicks,12,0,1.89,0.152691263,0.304465687,0.041910238,10.90950929,0.099890045,0.403603604,0.548122392,0.323594391,0.5,1.755245053,0.356535884,1.0,0.0,0.0,9.491153294720007,9.496421163,2023-08-13
2883,2883,90,dominicks,12,0,1.89,0.225219573,0.050193454,0.268367489,10.5046565,0.124328331,0.244462674,0.005700872,12.84014961,2.461538462,4.107901798,0.370342571,1.0,0.0,0.0,8.89959149067001,8.903815212,2023-08-13
2884,2884,28,tropicana,12,0,3.29,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,0.0,0.0,1.0,8.528364888030005,8.51559191,2023-08-13
2885,2885,47,tropicana,12,0,3.29,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,0.0,0.0,1.0,8.386184630319995,8.392989588,2023-08-13
2886,2886,68,dominicks,12,0,1.89,0.181417756,0.159721511,0.220991053,10.1883657,0.108476376,0.330539657,0.218654434,6.650601624,1.538461538,1.626191859,0.125092069,1.0,0.0,0.0,9.59055619113999,9.462187991,2023-08-13
2887,2887,130,dominicks,12,0,1.89,0.145117314,0.143406846,0.984896319,9.966650127,0.111081513,0.337029744,0.080565371,17.85595081,1.636363636,0.951815576,0.094561751,1.0,0.0,0.0,9.757676241940011,10.02818,2023-08-13
2888,2888,59,tropicana,12,0,3.19,0.110818913,0.233036093,0.024246568,10.7150398,0.140676118,0.390696107,0.292651757,0.217274596,1.0,3.331154049,0.395539036,0.0,0.0,1.0,7.7864801959400065,7.655390645,2023-08-13
2889,2889,114,dominicks,12,0,1.89,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,1.0,0.0,0.0,9.558789136029992,9.323669057,2023-08-13
2890,2890,121,tropicana,12,0,3.19,0.16358133,0.35061287,0.039173539,10.94992897,0.091693756,0.382304265,0.61086249,3.751225161,1.090909091,2.069345766,0.559533568,0.0,0.0,1.0,9.038322165910012,8.912473275,2023-08-13
2891,2891,124,minute.maid,12,0,3.17,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,0.0,1.0,0.0,8.071078379459996,8.090708716,2023-08-13
2892,2892,124,tropicana,12,0,3.29,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,0.0,0.0,1.0,8.988059219680014,9.018695488,2023-08-13
2893,2893,8,dominicks,12,0,1.89,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,1.0,0.0,0.0,9.678296013330003,9.707959168,2023-08-13
2894,2894,123,tropicana,12,0,3.29,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,0.0,0.0,1.0,8.858811994500007,8.903815212,2023-08-13
2895,2895,75,dominicks,12,0,1.89,0.207699493,0.219548453,0.415999466,9.867082871,0.063964709,0.315583259,0.496,7.192666501,2.230769231,1.375126442,0.703181889,1.0,0.0,0.0,9.626308695430009,9.688312171,2023-08-13
2896,2896,54,minute.maid,12,0,2.99,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,0.0,1.0,0.0,8.306557137879993,8.286017468,2023-08-13
2897,2897,101,minute.maid,12,0,2.99,0.225035218,0.174741859,0.087422017,10.65993812,0.096042271,0.390065147,0.354573672,4.849622717,0.5,2.200317948,0.342081421,0.0,1.0,0.0,8.528285624210007,8.565602331,2023-08-13
2898,2898,122,tropicana,12,0,3.19,0.061953911,0.255889066,0.078372885,10.77505285,0.125831821,0.425860127,0.280446271,2.597516352,0.6,2.752490308,0.238737607,0.0,0.0,1.0,9.050482239560012,8.979164649,2023-08-13
2899,2899,98,tropicana,12,0,3.19,0.24920053,0.051702821,0.164963731,10.57359638,0.125409403,0.299584392,0.009843473,6.23035712,1.5,3.133176717,0.381569368,0.0,0.0,1.0,8.747588538739995,8.764053269,2023-08-13
2900,2900,12,dominicks,12,0,1.89,0.178341405,0.253412969,0.380697988,9.996659083,0.057212416,0.390941597,0.386627907,9.198733552,1.111111111,0.83930322,0.10599881,1.0,0.0,0.0,9.312137100599996,9.416378455,2023-08-13
2901,2901,132,minute.maid,12,0,2.62,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,0.0,1.0,0.0,8.649566069939995,8.624791202,2023-08-13
2902,2902,40,minute.maid,12,0,2.62,0.1818518,0.072128605,0.044053067,10.55025042,0.126812989,0.306107955,0.068989386,1.086386161,0.4,1.28992007,0.444661211,0.0,1.0,0.0,8.251700602959998,8.286017468,2023-08-13
2903,2903,88,minute.maid,12,0,2.99,0.160414212,0.15163275,0.142928009,10.54980515,0.13516767,0.401899961,0.18957346,4.981954638,1.6,2.087538672,0.489796498,0.0,1.0,0.0,8.153430350539995,8.110126802,2023-08-13
2904,2904,59,dominicks,12,0,1.89,0.110818913,0.233036093,0.024246568,10.7150398,0.140676118,0.390696107,0.292651757,0.217274596,1.0,3.331154049,0.395539036,1.0,0.0,0.0,8.758207276620011,9.010913347,2023-08-13
2905,2905,5,dominicks,12,0,1.89,0.117368032,0.32122573,0.053875277,10.92237097,0.103091585,0.410568032,0.535883355,3.801997814,0.681818182,1.600573425,0.736306837,1.0,0.0,0.0,9.106048732590011,9.100525506,2023-08-13
2906,2906,64,minute.maid,12,0,2.99,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,0.0,1.0,0.0,8.191300105620012,8.219326094,2023-08-13
2907,2907,113,minute.maid,12,0,2.99,0.299352545,0.151592429,0.026448309,10.64766049,0.091559829,0.297514876,0.378173027,4.235048902,0.52173913,3.305794933,0.366915963,0.0,1.0,0.0,8.74295583826999,8.764053269,2023-08-13
2908,2908,105,dominicks,12,0,1.89,0.175542126,0.094235589,0.365410594,10.41439317,0.159839527,0.360890119,0.074418605,4.037829402,0.96,3.354376593,0.520134391,1.0,0.0,0.0,9.673898194220005,9.707959168,2023-08-13
2909,2909,92,tropicana,12,0,3.29,0.137827632,0.27012665,0.375388716,10.65780038,0.15049505,0.323033209,0.134417808,3.764544229,2.25,1.591835871,0.348654011,0.0,0.0,1.0,8.306402549010015,8.30201781,2023-08-13
2910,2910,103,minute.maid,12,0,2.62,0.058053966,0.194621102,0.187760899,10.58524512,0.204916868,0.36129428,0.090007348,5.100649474,1.2,3.300102441,0.421982695,0.0,1.0,0.0,7.865926965110001,7.920083199,2023-08-13
2911,2911,105,tropicana,12,0,3.19,0.175542126,0.094235589,0.365410594,10.41439317,0.159839527,0.360890119,0.074418605,4.037829402,0.96,3.354376593,0.520134391,0.0,0.0,1.0,8.407031818399988,8.286017468,2023-08-13
2912,2912,70,tropicana,12,0,2.66,0.190235804,0.165669605,0.162860821,10.41235125,0.110542664,0.32772939,0.049271137,3.909329477,0.5,3.527768437,0.367773151,0.0,0.0,1.0,9.26754940088999,9.30637756,2023-08-13
2913,2913,109,minute.maid,12,0,3.17,0.151055656,0.476916693,0.060687451,11.23319833,0.114171257,0.340806694,0.878804348,7.481499805,0.714285714,2.416943478,0.394100191,0.0,1.0,0.0,8.818636886099997,8.764053269,2023-08-13
2914,2914,131,dominicks,12,0,1.89,0.17065481,0.2713958,0.074656427,10.79353697,0.090100341,0.414841412,0.455995496,3.159728192,0.625,1.49003586,0.383226786,1.0,0.0,0.0,9.435157086430014,9.351839934,2023-08-13
2915,2915,12,tropicana,12,0,3.29,0.178341405,0.253412969,0.380697988,9.996659083,0.057212416,0.390941597,0.386627907,9.198733552,1.111111111,0.83930322,0.10599881,0.0,0.0,1.0,9.44554832806,9.534161491,2023-08-13
2916,2916,28,dominicks,12,0,1.89,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,1.0,0.0,0.0,8.84933361495999,8.793612072,2023-08-13
2917,2917,48,tropicana,12,0,3.29,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,0.0,0.0,1.0,8.664212199890011,8.702177866,2023-08-13
2918,2918,117,dominicks,12,0,1.89,0.110102729,0.249083542,0.049851894,10.76096203,0.106357795,0.439136251,0.352834113,3.434272274,1.4,1.849425028,0.498380462,1.0,0.0,0.0,8.719852050650008,8.803273983,2023-08-13
2919,2919,95,minute.maid,12,0,3.17,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,0.0,1.0,0.0,7.86478842022999,7.847762538,2023-08-13
2920,2920,103,dominicks,12,0,1.89,0.058053966,0.194621102,0.187760899,10.58524512,0.204916868,0.36129428,0.090007348,5.100649474,1.2,3.300102441,0.421982695,1.0,0.0,0.0,9.283811548090007,9.252633284,2023-08-13
2921,2921,130,tropicana,12,0,3.29,0.145117314,0.143406846,0.984896319,9.966650127,0.111081513,0.337029744,0.080565371,17.85595081,1.636363636,0.951815576,0.094561751,0.0,0.0,1.0,8.718143647299991,8.793612072,2023-08-13
2922,2922,77,tropicana,12,0,3.19,0.10110045,0.376871097,0.073507887,10.98312087,0.118093174,0.414163823,0.624113475,1.875487675,1.176470588,2.510313339,0.554352329,0.0,0.0,1.0,8.995585336459989,9.026417534,2023-08-13
2923,2923,56,dominicks,12,0,1.89,0.192888549,0.237550719,0.041356019,10.83182543,0.105927922,0.362168183,0.578125,4.865720568,0.533333333,2.998578338,0.496126662,1.0,0.0,0.0,9.07945522768999,9.221478116,2023-08-13
2924,2924,18,minute.maid,12,0,2.62,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,0.0,1.0,0.0,8.913667471280013,9.018695488,2023-08-13
2925,2925,9,minute.maid,12,0,2.62,0.269119018,0.222172318,0.032618826,10.78715178,0.096830474,0.358994501,0.505747126,1.103278736,0.666666667,1.820474337,0.441268272,0.0,1.0,0.0,8.354675023800002,8.269756948,2023-08-13
2926,2926,129,dominicks,12,0,1.89,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,1.0,0.0,0.0,8.940118704819993,8.868413285,2023-08-13
2927,2927,131,minute.maid,12,0,2.99,0.17065481,0.2713958,0.074656427,10.79353697,0.090100341,0.414841412,0.455995496,3.159728192,0.625,1.49003586,0.383226786,0.0,1.0,0.0,8.80626375717999,8.841014311,2023-08-13
2928,2928,47,dominicks,12,0,1.89,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,1.0,0.0,0.0,9.456007381049991,9.656051309,2023-08-13
2929,2929,115,minute.maid,12,0,2.99,0.060280055,0.406312482,0.043971995,10.94748525,0.151332196,0.405279954,0.64424253,4.837982618,0.952380952,1.717685861,0.350483258,0.0,1.0,0.0,8.593025013579995,8.647519453,2023-08-13
2930,2930,8,tropicana,12,0,3.19,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,0.0,0.0,1.0,9.120480529919991,9.30637756,2023-08-13
2931,2931,56,tropicana,13,0,3.29,0.192888549,0.237550719,0.041356019,10.83182543,0.105927922,0.362168183,0.578125,4.865720568,0.533333333,2.998578338,0.496126662,0.0,0.0,1.0,8.916359164150009,8.946374826,2023-08-14
2932,2932,103,tropicana,13,0,3.19,0.058053966,0.194621102,0.187760899,10.58524512,0.204916868,0.36129428,0.090007348,5.100649474,1.2,3.300102441,0.421982695,0.0,0.0,1.0,7.435599408970001,7.377758908,2023-08-14
2933,2933,33,tropicana,13,0,3.29,0.134169965,0.419688004,0.130127179,10.34592726,0.013506356,0.472308288,0.862559242,3.129556199,2.416666667,0.867215261,0.752824617,0.0,0.0,1.0,9.232905164109988,9.340666634,2023-08-14
2934,2934,97,dominicks,13,0,1.89,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,1.0,0.0,0.0,8.553598711430006,8.502688505,2023-08-14
2935,2935,28,dominicks,13,0,1.89,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,1.0,0.0,0.0,8.936962193230006,9.071537969,2023-08-14
2936,2936,72,minute.maid,13,1,2.19,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,0.0,1.0,0.0,10.233213843819993,10.23192762,2023-08-14
2937,2937,51,tropicana,13,0,3.29,0.176159718,0.171916711,0.025425719,10.62083942,0.130340815,0.313189796,0.316889001,2.102553804,1.25,2.226766425,0.310202569,0.0,0.0,1.0,8.56989111692001,8.553332238,2023-08-14
2938,2938,119,dominicks,13,0,1.89,0.121574965,0.279952033,0.049584956,10.75271926,0.089350352,0.462266179,0.459405941,2.213790697,1.153846154,2.71959438,0.722367357,1.0,0.0,0.0,9.290145110269986,9.317938383,2023-08-14
2939,2939,111,minute.maid,13,1,2.19,0.210512842,0.096928919,0.995690759,10.13828296,0.157135934,0.288515406,0.012746711,12.19094513,1.894736842,1.465672465,0.289203431,0.0,1.0,0.0,10.734772553939996,10.79482964,2023-08-14
